,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
1321,8174,3k,weak,12,2.48490665,7.288955913,5.58,1.64,2.232,24,38,35,TRUE,TRUE,TRUE,5.876477957
1306,6424,3k,slice,13,2.564949357,7.201628967,5.69,2.24,2.276,3,6,7,TRUE,TRUE,TRUE,5.876814484
1384,6326,3k,skate,10,2.302585093,7.487869534,5.37,1.61,2.148,47,26,16,TRUE,TRUE,TRUE,5.891934767
1358,721,3k,broom,11,2.397895273,7.383885708,5.5,2.46,2.2,7,9,16,TRUE,TRUE,TRUE,5.891942854
1359,1304,3k,comb,11,2.397895273,7.383885708,5.5,2.2,2.2,5,10,13,TRUE,TRUE,TRUE,5.891942854
1361,5092,3k,plum,11,2.397895273,7.383885708,5.5,2.2,2.2,11,5,6,TRUE,TRUE,TRUE,5.891942854
1362,6140,3k,shelf,11,2.397895273,7.383885708,5.5,2.23,2.2,26,36,28,TRUE,TRUE,TRUE,5.891942854
1080,8542,3k,yet,32,3.465735903,6.218866883,6.95705,1.85,2.78282,146,202,246,TRUE,TRUE,TRUE,5.892253441
1512,2479,3k,fourth,6,1.791759469,8.045182537,4.676452,1.29,1.8705808,14,21,38,TRUE,TRUE,TRUE,5.893172069
1385,6824,3k,spot,10,2.302585093,7.487869534,5.39,2.66,2.156,131,75,77,TRUE,TRUE,TRUE,5.899934767
1196,7109,3k,strange,21,3.044522438,6.678412627,6.42,1.77,2.568,119,190,187,TRUE,TRUE,TRUE,5.907206314
1554,954,3k,chalk,5,1.609437912,8.244096157,4.47,1.17,1.788,6,7,11,TRUE,TRUE,TRUE,5.910048079
1520,4809,3k,pan,6,1.791759469,8.045182537,4.72,1.53,1.888,100,41,18,TRUE,TRUE,TRUE,5.910591269
1596,1292,3k,coin,4,1.386294361,8.487546753,4.17,1.25,1.668,8,10,10,TRUE,TRUE,TRUE,5.911773377
1396,7647,3k,tip,10,2.302585093,7.487869534,5.42,2.34,2.168,30,25,25,TRUE,TRUE,TRUE,5.911934767
1427,3526,lcnl,jaws,9,2.197224577,7.60281832,5.28,1.87,2.112,2,7,11,TRUE,TRUE,TRUE,5.91340916
1304,4654,3k,noon,14,2.63905733,7.120776844,5.89,2.18,2.356,19,37,34,TRUE,TRUE,TRUE,5.916388422
1398,5821,3k,save,10,2.302585093,7.487869534,5.44,1.69,2.176,65,77,67,TRUE,TRUE,TRUE,5.919934767
1558,1973,3k,dumb,5,1.609437912,8.244096157,4.5,1.5,1.8,28,27,21,TRUE,TRUE,TRUE,5.922048079
1471,2838,3k,goose,8,2.079441542,7.73132013,5.15,2.21,2.06,45,30,19,TRUE,TRUE,TRUE,5.925660065
974,7590,3k,thump,49,3.891820298,5.754006934,7.63,3.9,3.052,18,12,10,TRUE,TRUE,TRUE,5.929003467
1602,5854,3k,scare,4,1.386294361,8.487546753,4.22,1.26,1.688,35,21,10,TRUE,TRUE,TRUE,5.931773377
1412,8239,lcnl,whale,10,2.302585093,7.487869534,5.47,1.95,2.188,49,42,31,TRUE,TRUE,TRUE,5.931934767
1709,6940,3k,stair,3,1.098612289,8.80140916,3.84,1.61,1.536,2,2,2,TRUE,TRUE,TRUE,5.93670458
1622,4788,3k,pain,4,1.386294361,8.487546753,4.26,1.52,1.704,31,52,57,TRUE,TRUE,TRUE,5.947773377
1445,2860,3k,grab,9,2.197224577,7.60281832,5.37,2.31,2.148,11,18,20,TRUE,TRUE,TRUE,5.94940916
1209,4132,3k,luck,21,3.044522438,6.678412627,6.53,2.04,2.612,55,50,41,TRUE,TRUE,TRUE,5.951206314
1288,4602,3k,news,16,2.772588722,6.975093507,6.16,2.27,2.464,40,62,84,TRUE,TRUE,TRUE,5.951546754
1482,5435,3k,rag,8,2.079441542,7.73132013,5.22,2.05,2.088,6,6,5,TRUE,TRUE,TRUE,5.953660065
1484,6142,3k,shell,8,2.079441542,7.73132013,5.22,1.96,2.088,60,35,34,TRUE,TRUE,TRUE,5.953660065
1232,4671,3k,note,19,2.944438979,6.78760412,6.4,1.57,2.56,123,80,57,TRUE,TRUE,TRUE,5.95380206
1223,7511,3k,thin,20,2.995732274,6.731642911,6.47,2.76,2.588,57,104,130,TRUE,TRUE,TRUE,5.953821456
1365,4103,3k,lose,12,2.48490665,7.288955913,5.78,2.32,2.312,47,60,61,TRUE,TRUE,TRUE,5.956477957
1452,2361,3k,float,9,2.197224577,7.60281832,5.39,2.55,2.156,8,27,23,TRUE,TRUE,TRUE,5.95740916
1320,5425,3k,race,14,2.63905733,7.120776844,6,2.62,2.4,151,108,90,TRUE,TRUE,TRUE,5.960388422
1376,6549,3k,snail,12,2.48490665,7.288955913,5.79,2.57,2.316,18,13,14,TRUE,TRUE,TRUE,5.960477957
1375,4974,3k,pile,12,2.48490665,7.288955913,5.79,2.7,2.316,134,64,59,TRUE,TRUE,TRUE,5.960477957
1508,6740,3k,spell,7,1.945910149,7.877003467,5.06,1.59,2.024,3,24,26,TRUE,TRUE,TRUE,5.962501734
1394,2163,3k,fed,11,2.397895273,7.383885708,5.67821,2.66,2.271284,46,31,39,TRUE,TRUE,TRUE,5.963226854
1636,3964,3k,lick,4,1.386294361,8.487546753,4.3,1.53,1.72,14,10,7,TRUE,TRUE,TRUE,5.963773377
1635,2777,3k,glove,4,1.386294361,8.487546753,4.3,1.63,1.72,6,14,7,TRUE,TRUE,TRUE,5.963773377
1568,3818,3k,lake,5,1.609437912,8.244096157,4.61,1.72,1.844,202,129,112,TRUE,TRUE,TRUE,5.966048079
1645,1368,3k,cough,4,1.386294361,8.487546753,4.32,2.11,1.728,1,4,7,TRUE,TRUE,TRUE,5.971773377
1649,2054,lcnl,elf,4,1.386294361,8.487546753,4.32,2.4,1.728,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,5.971773377
1103,7535,3k,though,36,3.583518938,6.090365073,7.319388,1.8,2.9277552,67,193,304,TRUE,TRUE,TRUE,5.972937737
1348,4794,3k,pair,13,2.564949357,7.201628967,5.94,2.46,2.376,20,41,58,TRUE,TRUE,TRUE,5.976814484
1465,3519,3k,jar,9,2.197224577,7.60281832,5.44,2.18,2.176,67,53,43,TRUE,TRUE,TRUE,5.97740916
1149,2467,3k,forth,32,3.465735903,6.218866883,7.17019,2.6,2.868076,15,37,51,TRUE,TRUE,TRUE,5.977509442
1540,3044,3k,gum,6,1.791759469,8.045182537,4.89,1.13,1.956,15,18,19,TRUE,TRUE,TRUE,5.978591269
1726,5039,3k,plant,3,1.098612289,8.80140916,3.95,1.65,1.58,216,124,108,TRUE,TRUE,TRUE,5.98070458
1351,4099,3k,lord,13,2.564949357,7.201628967,5.95,2.04,2.38,20,20,30,TRUE,TRUE,TRUE,5.980814484
1514,3469,3k,inch,7,1.945910149,7.877003467,5.11,1.73,2.044,9,20,20,TRUE,TRUE,TRUE,5.982501734
1515,6738,3k,speed,7,1.945910149,7.877003467,5.11,1.53,2.044,33,52,53,TRUE,TRUE,TRUE,5.982501734
1316,258,3k,beat,15,2.708050201,7.045505317,6.15,1.66,2.46,65,85,84,TRUE,TRUE,TRUE,5.982752659
1470,7728,3k,tough,9,2.197224577,7.60281832,5.47,1.5,2.188,5,27,22,TRUE,TRUE,TRUE,5.98940916
1584,1313,3k,cone,5,1.609437912,8.244096157,4.67,2.57,1.868,14,10,9,TRUE,TRUE,TRUE,5.990048079
1503,6367,3k,skunk,8,2.079441542,7.73132013,5.32,1.97,2.128,49,17,7,TRUE,TRUE,TRUE,5.993660065
1521,1100,3k,church,7,1.945910149,7.877003467,5.15,1.76,2.06,25,40,59,TRUE,TRUE,TRUE,5.998501734
1733,4874,3k,pear,3,1.098612289,8.80140916,4,1.7,1.6,0,1,2,TRUE,TRUE,TRUE,6.00070458
1368,6415,unl,sleigh,13,2.564949357,7.201628967,6,3.99,2.4,0,1,2,TRUE,TRUE,TRUE,6.000814484
1478,3334,3k,hood,9,2.197224577,7.60281832,5.5,2.66,2.2,0,10,13,TRUE,TRUE,TRUE,6.00140916
1423,5209,3k,pray,11,2.397895273,7.383885708,5.79,2.35,2.316,5,7,10,TRUE,TRUE,TRUE,6.007942854
1334,659,3k,breeze,15,2.708050201,7.045505317,6.22,3,2.488,5,9,22,TRUE,TRUE,TRUE,6.010752659
1277,4662,3k,north,19,2.944438979,6.78760412,6.55,1.85,2.62,60,109,158,TRUE,TRUE,TRUE,6.01380206
1429,5771,3k,sack,11,2.397895273,7.383885708,5.83,2.01,2.332,42,21,22,TRUE,TRUE,TRUE,6.023942854
1380,3423,3k,hunt,13,2.564949357,7.201628967,6.06,2.01,2.424,102,55,52,TRUE,TRUE,TRUE,6.024814484
1529,1245,3k,cluck,7,1.945910149,7.877003467,5.22,2.13,2.088,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,6.026501734
1430,6207,3k,shot,11,2.397895273,7.383885708,5.84,2.75,2.336,63,79,86,TRUE,TRUE,TRUE,6.027942854
1327,8194,3k,wee,16,2.772588722,6.975093507,6.39,2.79,2.556,0,1,2,TRUE,TRUE,TRUE,6.043546754
1418,625,3k,brave,12,2.48490665,7.288955913,6,2.03,2.4,76,62,49,TRUE,TRUE,TRUE,6.044477957
1768,5685,lcnl,rooms,3,1.098612289,8.80140916,4.11,1.56,1.644,41,40,39,TRUE,TRUE,TRUE,6.04470458
1389,4844,3k,path,13,2.564949357,7.201628967,6.11,2.95,2.444,105,82,87,TRUE,TRUE,TRUE,6.044814484
1388,1419,3k,crash,13,2.564949357,7.201628967,6.11,2.59,2.444,27,34,28,TRUE,TRUE,TRUE,6.044814484
1562,2699,3k,ghost,6,1.791759469,8.045182537,5.06,2.01,2.024,67,51,44,TRUE,TRUE,TRUE,6.046591269
1436,7916,3k,twice,11,2.397895273,7.383885708,5.89135,2.09,2.35654,31,43,58,TRUE,TRUE,TRUE,6.048482854
1498,8038,3k,view,9,2.197224577,7.60281832,5.63,2.01,2.252,7,22,33,TRUE,TRUE,TRUE,6.05340916
1603,8369,3k,wipe,5,1.609437912,8.244096157,4.83,2.07,1.932,3,2,8,TRUE,TRUE,TRUE,6.054048079
1618,253,3k,beard,5,1.609437912,8.244096157,4.84,1.8,1.936,4,13,17,TRUE,TRUE,TRUE,6.058048079
1298,7217,3k,suit,19,2.944438979,6.78760412,6.67,2.2,2.668,47,62,47,TRUE,TRUE,TRUE,6.06180206
1546,2639,3k,gas,7,1.945910149,7.877003467,5.32,1.97,2.128,49,84,92,TRUE,TRUE,TRUE,6.066501734
1575,2352,3k,flip,6,1.791759469,8.045182537,5.11,1.32,2.044,3,4,5,TRUE,TRUE,TRUE,6.066591269
1241,4199,3k,maid,23,3.135494216,6.579162017,6.95,1.68,2.78,22,7,4,TRUE,TRUE,TRUE,6.069581009
1549,412,3k,bless,7,1.945910149,7.877003467,5.33,1.81,2.132,1,2,5,TRUE,TRUE,TRUE,6.070501734
1324,5401,lcnl,quilt,17,2.833213344,6.908951778,6.55,2.65,2.62,19,12,8,TRUE,TRUE,TRUE,6.074475889
1524,1022,3k,chick,8,2.079441542,7.73132013,5.53,2.09,2.212,55,23,4,TRUE,TRUE,TRUE,6.077660065
1291,5029,3k,plan,20,2.995732274,6.731642911,6.78,2.88,2.712,87,95,78,TRUE,TRUE,TRUE,6.077821456
1633,6680,3k,sour,5,1.609437912,8.244096157,4.89,2.18,1.956,3,8,8,TRUE,TRUE,TRUE,6.078048079
1390,1926,3k,drove,14,2.63905733,7.120776844,6.31763,2.57,2.527052,86,101,85,TRUE,TRUE,TRUE,6.087440422
1393,7259,3k,swan,14,2.63905733,7.120776844,6.31763,2.05,2.527052,13,3,5,TRUE,TRUE,TRUE,6.087440422
1433,6102,3k,sharp,12,2.48490665,7.288955913,6.11,2.73,2.444,37,84,83,TRUE,TRUE,TRUE,6.088477957
1264,5191,3k,pout,23,3.135494216,6.579162017,7,4.01,2.8,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,6.089581009
1526,297,3k,bend,8,2.079441542,7.73132013,5.56,1.85,2.224,22,35,29,TRUE,TRUE,TRUE,6.089660065
1586,1681,3k,deer,6,1.791759469,8.045182537,5.17,3.26,2.068,40,49,53,TRUE,TRUE,TRUE,6.090591269
1585,1059,3k,choice,6,1.791759469,8.045182537,5.17,1.79,2.068,7,17,25,TRUE,TRUE,TRUE,6.090591269
1870,1793,3k,doll,2,0.693147181,9.243773377,3.68,1.34,1.472,61,30,27,TRUE,TRUE,TRUE,6.093886689
1555,3329,lcnl,honk,7,1.945910149,7.877003467,5.39,2.38,2.156,16,9,3,TRUE,TRUE,TRUE,6.094501734
1318,2376,3k,flop,18,2.890371758,6.846591697,6.68,3.32,2.672,12,3,1,TRUE,TRUE,TRUE,6.095295849
1504,4051,3k,lock,9,2.197224577,7.60281832,5.74,2.28,2.296,44,29,21,TRUE,TRUE,TRUE,6.09740916
1300,6293,3k,since,20,2.995732274,6.731642911,6.85048,1.76,2.740192,55,149,200,TRUE,TRUE,TRUE,6.106013456
1530,3464,3k,ill,8,2.079441542,7.73132013,5.603611,1.82,2.2414444,7,14,21,TRUE,TRUE,TRUE,6.107104465
1532,6533,3k,smooth,8,2.079441542,7.73132013,5.61,2.3,2.244,19,36,47,TRUE,TRUE,TRUE,6.109660065
1536,7751,3k,trail,8,2.079441542,7.73132013,5.61,1.91,2.244,33,56,57,TRUE,TRUE,TRUE,6.109660065
1881,7928,lcnl,twirl,2,0.693147181,9.243773377,3.72,1.23,1.488,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,6.109886689
1448,2035,3k,edge,12,2.48490665,7.288955913,6.17,2.31,2.468,20,103,122,TRUE,TRUE,TRUE,6.112477956
1510,281,3k,beg,9,2.197224577,7.60281832,5.78,2.32,2.312,5,9,15,TRUE,TRUE,TRUE,6.11340916
1297,7744,3k,track,21,3.044522438,6.678412627,6.94,2.8,2.776,38,64,60,TRUE,TRUE,TRUE,6.115206314
1889,1366,3k,couch,2,0.693147181,9.243773377,3.74,1.85,1.496,1,12,11,TRUE,TRUE,TRUE,6.117886689
1335,924,3k,cave,18,2.890371758,6.846591697,6.74,2.49,2.696,70,84,71,TRUE,TRUE,TRUE,6.119295849
1349,3109,3k,hang,17,2.833213344,6.908951778,6.68,2.21,2.672,39,66,49,TRUE,TRUE,TRUE,6.126475889
1791,7092,3k,stove,3,1.098612289,8.80140916,4.32,1.86,1.728,25,37,48,TRUE,TRUE,TRUE,6.12870458
1522,4695,3k,nurse,9,2.197224577,7.60281832,5.84,1.98,2.336,70,57,32,TRUE,TRUE,TRUE,6.13740916
1523,6665,3k,sore,9,2.197224577,7.60281832,5.84,2.03,2.336,14,17,11,TRUE,TRUE,TRUE,6.13740916
1242,5733,lcnl,ruff,26,3.258096538,6.445402344,7.29,4.09,2.916,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,6.138701172
1400,4775,3k,pack,15,2.708050201,7.045505317,6.55,2.7,2.62,53,42,36,TRUE,TRUE,TRUE,6.142752659
1679,6776,3k,spit,5,1.609437912,8.244096157,5.06,2.04,2.024,4,9,9,TRUE,TRUE,TRUE,6.146048079
1571,6195,3k,shoot,7,1.945910149,7.877003467,5.53,2.39,2.212,10,43,36,TRUE,TRUE,TRUE,6.150501734
1570,3903,3k,leap,7,1.945910149,7.877003467,5.53,1.93,2.212,3,10,14,TRUE,TRUE,TRUE,6.150501734
1601,5452,3k,rake,6,1.791759469,8.045182537,5.32,1.77,2.128,27,5,3,TRUE,TRUE,TRUE,6.150591269
1605,2279,3k,flag,6,1.791759469,8.045182537,5.33,2.38,2.132,19,17,16,TRUE,TRUE,TRUE,6.154591269
1527,8232,3k,west,9,2.197224577,7.60281832,5.89,2.56,2.356,66,95,113,TRUE,TRUE,TRUE,6.15740916
1509,7604,3k,tick,10,2.302585093,7.487869534,6.05,2.72,2.42,7,0,2,TRUE,TRUE,TRUE,6.163934767
1580,3048,3k,gun,7,1.945910149,7.877003467,5.58,2.52,2.232,83,68,64,TRUE,TRUE,TRUE,6.170501734
1485,1489,unl,crooked,12,2.48490665,7.288955913,6.33,1.61,2.532,4,2,5,TRUE,TRUE,TRUE,6.176477956
1911,4886,3k,pee,2,0.693147181,9.243773377,3.89,2.71,1.556,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,6.177886689
1634,1533,3k,cub,6,1.791759469,8.045182537,5.4,2.04,2.16,11,9,12,TRUE,TRUE,TRUE,6.182591269
1409,901,3k,case,16,2.772588722,6.975093507,6.74,2,2.696,57,70,83,TRUE,TRUE,TRUE,6.183546754
1410,6020,3k,seem,16,2.772588722,6.975093507,6.74,2.08,2.696,83,121,144,TRUE,TRUE,TRUE,6.183546754
