,word,source
2866,loomed,lcnl
2867,looms,lcnl
2869,loons,lcnl
2871,loops,lcnl
2874,loots,lcnl
2877,lopes,lcnl
2878,lopped,lcnl
2879,lops,lcnl
2881,lords,lcnl
2887,lots,lcnl
2892,lout,lcnl
2893,louts,lcnl
2895,loves,lcnl
2897,lox,lcnl
2899,lucks,lcnl
2900,luff,lcnl
2902,lugged,lcnl
2903,lugs,lcnl
2905,lulls,lcnl
2907,lumps,lcnl
2910,lunge,lcnl
2911,lunged,lcnl
2912,lungs,lcnl
2914,lurched,lcnl
2916,lured,lcnl
2917,lures,lcnl
2919,lurked,lcnl
2920,lurks,lcnl
2923,lusts,lcnl
2925,lutes,lcnl
2927,lyes,lcnl
2929,lymphs,lcnl
2931,lynx,lcnl
2932,lyre,lcnl
2933,lyres,lcnl
2934,ma,lcnl
2935,mace,lcnl
2936,mack,lcnl
2939,mag,lcnl
2941,maids,lcnl
2943,mails,lcnl
2944,maim,lcnl
2945,maimed,lcnl
2946,maims,lcnl
2948,mains,lcnl
2949,maize,lcnl
2953,males,lcnl
2955,malls,lcnl
2957,malts,lcnl
2958,mam,lcnl
2961,manes,lcnl
2962,mange,lcnl
2965,maps,lcnl
2967,marc,lcnl
2969,marched,lcnl
2971,mares,lcnl
2972,marge,lcnl
2974,marked,lcnl
2975,marks,lcnl
2976,marl,lcnl
2977,marred,lcnl
2978,mars,lcnl
2981,marts,lcnl
2982,mas,lcnl
2984,mashed,lcnl
2986,masks,lcnl
2987,masque,lcnl
2990,masts,lcnl
2993,matched,lcnl
2995,mates,lcnl
2997,maths,lcnl
2998,mats,lcnl
2999,maul,lcnl
3002,maws,lcnl
3008,meads,lcnl
3010,meals,lcnl
3012,means,lcnl
3015,meats,lcnl
3016,meed,lcnl
3020,melds,lcnl
3022,melts,lcnl
3025,mends,lcnl
3028,merged,lcnl
3033,mewed,lcnl
3034,mews,lcnl
3036,mick,lcnl
3038,midge,lcnl
3040,mien,lcnl
3041,miff,lcnl
3042,miffed,lcnl
3043,miffs,lcnl
3046,mights,lcnl
3048,mikes,lcnl
3052,miles,lcnl
3054,milks,lcnl
3056,mills,lcnl
3057,milt,lcnl
3059,min,lcnl
3061,minced,lcnl
3063,minds,lcnl
3065,mines,lcnl
3067,minks,lcnl
3069,mints,lcnl
3070,minx,lcnl
3071,mire,lcnl
3073,mirths,lcnl
3075,missed,lcnl
3077,mists,lcnl
3079,mites,lcnl
3081,mitts,lcnl
3083,mixed,lcnl
3084,mixes,lcnl
3085,mo,lcnl
3087,moaned,lcnl
3088,moans,lcnl
3089,moat,lcnl
3090,moats,lcnl
3092,mobs,lcnl
3094,mocked,lcnl
3095,mocks,lcnl
3096,mod,lcnl
3098,modes,lcnl
3099,mods,lcnl
3100,moil,lcnl
3103,molds,lcnl
3105,moles,lcnl
3108,moms,lcnl
3109,monk,lcnl
3110,monks,lcnl
3111,month,lcnl
3112,months,lcnl
3114,mooch,lcnl
3116,moods,lcnl
3117,mooed,lcnl
3119,moons,lcnl
3120,moor,lcnl
3121,moos,lcnl
3125,mope,lcnl
3126,mopped,lcnl
3127,mops,lcnl
3129,morn,lcnl
3130,morns,lcnl
3131,mosque,lcnl
3134,mote,lcnl
3135,motes,lcnl
3137,moths,lcnl
3139,mound,lcnl
3140,mounds,lcnl
3142,mounts,lcnl
3144,mourned,lcnl
3145,mourns,lcnl
3148,mouths,lcnl
3150,moved,lcnl
3151,moves,lcnl
3153,mowed,lcnl
3154,mows,lcnl
3157,mucked,lcnl
3158,mucks,lcnl
3160,muds,lcnl
3162,muffs,lcnl
3164,mugs,lcnl
3167,mules,lcnl
3168,mull,lcnl
3170,mumps,lcnl
3171,mums,lcnl
3173,munched,lcnl
3174,murk,lcnl
3175,mus,lcnl
3177,muses,lcnl
3179,musk,lcnl
3183,mutt,lcnl
3184,mutts,lcnl
3185,my,lcnl
3186,myrrh,lcnl
3188,myths,lcnl
3190,nabbed,lcnl
3191,nabs,lcnl
3192,nag,lcnl
3193,nagged,lcnl
3194,nags,lcnl
3196,nails,lcnl
3198,names,lcnl
3201,naps,lcnl
3202,narc,lcnl
3203,narcs,lcnl
3204,nark,lcnl
3208,neap,lcnl
3209,neaps,lcnl
3212,neb,lcnl
3214,necks,lcnl
3217,neigh,lcnl
3218,neighs,lcnl
3220,nerves,lcnl
3221,ness,lcnl
3223,nests,lcnl
3225,nets,lcnl
3229,newts,lcnl
3231,nib,lcnl
3232,nibs,lcnl
3235,niches,lcnl
3237,nicked,lcnl
3240,nieces,lcnl
3243,nights,lcnl
3245,nils,lcnl
3247,nines,lcnl
3249,ninths,lcnl
3251,nips,lcnl
3252,nit,lcnl
3253,nits,lcnl
3256,nob,lcnl
3259,nodes,lcnl
3260,nods,lcnl
3266,nooks,lcnl
3268,noons,lcnl
3273,norms,lcnl
3276,noses,lcnl
3277,nosh,lcnl
3278,noshed,lcnl
3282,noted,lcnl
3283,notes,lcnl
3284,nought,lcnl
3286,nouns,lcnl
3288,nub,lcnl
3289,nubs,lcnl
3291,nudes,lcnl
3293,nudged,lcnl
3297,nuns,lcnl
3300,nuts,lcnl
3302,nymphs,lcnl
3303,oaf,lcnl
3304,oafs,lcnl
3306,oaks,lcnl
3307,oar,lcnl
3308,oars,lcnl
3309,oat,lcnl
3311,oaths,lcnl
3312,oats,lcnl
3314,ode,lcnl
3315,odes,lcnl
3316,of,lcnl
3319,ohm,lcnl
3320,ohms,lcnl
3322,oils,lcnl
3325,on,lcnl
3328,ones,lcnl
3331,or,lcnl
3332,orange,lcnl
3334,orbs,lcnl
3336,ores,lcnl
3343,owe,lcnl
3344,owed,lcnl
3345,owes,lcnl
3347,owls,lcnl
3349,owned,lcnl
3350,owns,lcnl
3351,ox,lcnl
3352,pa,lcnl
3355,packed,lcnl
3356,packs,lcnl
3358,pacts,lcnl
3360,pads,lcnl
3364,pails,lcnl
3366,pains,lcnl
3368,paints,lcnl
3370,pairs,lcnl
3374,palls,lcnl
3376,palms,lcnl
3377,pals,lcnl
3380,panes,lcnl
3382,pangs,lcnl
3383,pans,lcnl
3388,parch,lcnl
3389,parched,lcnl
3391,pared,lcnl
3392,pares,lcnl
3394,parks,lcnl
3395,parse,lcnl
3397,parts,lcnl
3398,pas,lcnl
3400,passed,lcnl
3403,pasts,lcnl
3408,paths,lcnl
3409,pats,lcnl
3412,paused,lcnl
3414,paved,lcnl
3415,paves,lcnl
3418,pawns,lcnl
3419,paws,lcnl
3421,pays,lcnl
3426,peaks,lcnl
3430,pearls,lcnl
3431,pears,lcnl
3432,peas,lcnl
3434,peats,lcnl
3436,pecked,lcnl
3437,pecks,lcnl
3439,peed,lcnl
3440,peek,lcnl
3441,peeked,lcnl
3442,peeks,lcnl
3444,peeled,lcnl
3445,peels,lcnl
3447,peeps,lcnl
3449,peered,lcnl
3450,peers,lcnl
3451,pees,lcnl
3452,peeve,lcnl
3454,pegs,lcnl
3456,pelts,lcnl
3458,pens,lcnl
3461,perched,lcnl
3463,perks,lcnl
3467,pets,lcnl
3469,pews,lcnl
3472,phased,lcnl
3473,phi,lcnl
3474,phlegm,lcnl
3475,phlox,lcnl
3477,phones,lcnl
3479,pi,lcnl
3481,picked,lcnl
3482,picks,lcnl
3487,pierced,lcnl
3488,piers,lcnl
3489,pies,lcnl
3491,pigs,lcnl
3493,pikes,lcnl
3495,piled,lcnl
3496,piles,lcnl
3498,pills,lcnl
3500,pimps,lcnl
3503,pinched,lcnl
3505,pines,lcnl
3506,ping,lcnl
3507,pinged,lcnl
3508,pings,lcnl
3510,pins,lcnl
3512,pints,lcnl
3515,pipes,lcnl
3516,pips,lcnl
3517,pique,lcnl
3522,piths,lcnl
3523,pits,lcnl
3525,places,lcnl
3526,plague,lcnl
3527,plagued,lcnl
3528,plagues,lcnl
3530,plaids,lcnl
3532,plaint,lcnl
3535,planes,lcnl
3537,planks,lcnl
3538,plans,lcnl
3540,plants,lcnl
3541,plaque,lcnl
3542,plaques,lcnl
3544,plates,lcnl
3546,played,lcnl
3547,plays,lcnl
3550,pleads,lcnl
3551,pleas,lcnl
3553,pleased,lcnl
3555,pleats,lcnl
3556,pled,lcnl
3558,pledges,lcnl
3559,plied,lcnl
3560,plies,lcnl
3562,plights,lcnl
3564,plop,lcnl
3565,plopped,lcnl
3567,plots,lcnl
3570,plowed,lcnl
3571,plows,lcnl
3572,ploy,lcnl
3574,plucked,lcnl
3575,plucks,lcnl
3577,plugs,lcnl
3580,plumbs,lcnl
3582,plumes,lcnl
3584,plums,lcnl
3586,plunged,lcnl
3587,plunk,lcnl
3588,plunked,lcnl
3589,plunks,lcnl
3592,ply,lcnl
3593,po,lcnl
3595,poached,lcnl
3596,pock,lcnl
3598,pods,lcnl
3600,points,lcnl
3603,poked,lcnl
3604,pokes,lcnl
3606,poles,lcnl
3608,polls,lcnl
3609,pom,lcnl
3611,pomps,lcnl
3612,ponce,lcnl
3614,ponds,lcnl
3615,pone,lcnl
3616,pones,lcnl
3618,pooch,lcnl
3619,poof,lcnl
3621,pools,lcnl
3622,poop,lcnl
3623,poops,lcnl
3625,poove,lcnl
3628,popes,lcnl
3629,popped,lcnl
3630,pops,lcnl
3633,pores,lcnl
3635,porks,lcnl
3636,porn,lcnl
3637,porns,lcnl
3639,ports,lcnl
3641,posed,lcnl
3644,posts,lcnl
3646,pots,lcnl
3648,pounce,lcnl
3650,pounds,lcnl
3652,poured,lcnl
3653,pours,lcnl
3655,pouts,lcnl
3656,pox,lcnl
3657,poxes,lcnl
3659,praised,lcnl
3661,prams,lcnl
3662,prance,lcnl
3663,pranced,lcnl
3665,pranks,lcnl
3666,prat,lcnl
3667,prawn,lcnl
3669,prayed,lcnl
3670,prayer,lcnl
3671,prayers,lcnl
3672,prays,lcnl
3674,preached,lcnl
3675,preen,lcnl
3676,preened,lcnl
3677,preens,lcnl
3679,preps,lcnl
3682,preys,lcnl
3684,prices,lcnl
3686,pricked,lcnl
3687,pricks,lcnl
3689,prides,lcnl
3690,pried,lcnl
3691,pries,lcnl
3693,priests,lcnl
3694,prig,lcnl
3697,primp,lcnl
3698,primped,lcnl
3699,primps,lcnl
3702,prints,lcnl
3706,probed,lcnl
3707,probes,lcnl
3709,prods,lcnl
3710,prole,lcnl
3711,prom,lcnl
3714,prong,lcnl
3716,proofs,lcnl
3718,props,lcnl
3719,pros,lcnl
3723,proved,lcnl
3724,proves,lcnl
3727,prowled,lcnl
3728,prowls,lcnl
3729,prows,lcnl
3730,prude,lcnl
3731,prune,lcnl
3732,prunes,lcnl
3735,psalms,lcnl
3737,pubs,lcnl
3738,puce,lcnl
3740,pucks,lcnl
3741,pud,lcnl
3743,puffed,lcnl
3744,puffs,lcnl
3745,pug,lcnl
3747,pukes,lcnl
3749,pulled,lcnl
3750,pulls,lcnl
3752,pulps,lcnl
3755,pumps,lcnl
3759,punks,lcnl
3760,puns,lcnl
3762,punts,lcnl
3764,pups,lcnl
3767,purged,lcnl
3768,purled,lcnl
3769,purls,lcnl
3770,purr,lcnl
3772,pursed,lcnl
3775,pushed,lcnl
3776,puss,lcnl
3778,puts,lcnl
3780,putts,lcnl
3782,pyres,lcnl
3784,quacks,lcnl
3785,quad,lcnl
3786,quail,lcnl
3787,quails,lcnl
3790,quakes,lcnl
3791,qualm,lcnl
3793,quark,lcnl
3795,quarts,lcnl
3797,quash,lcnl
3798,quashed,lcnl
3800,quays,lcnl
3802,queens,lcnl
3805,quelled,lcnl
3806,quells,lcnl
3808,quenched,lcnl
3810,quests,lcnl
3813,quid,lcnl
3814,quiff,lcnl
3816,quills,lcnl
3817,quilt,lcnl
3819,quint,lcnl
3820,quints,lcnl
3821,quip,lcnl
3822,quire,lcnl
3824,quirks,lcnl
3825,quirt,lcnl
3828,quits,lcnl
3831,quotes,lcnl
3833,races,lcnl
3835,racks,lcnl
3837,rafts,lcnl
3840,rags,lcnl
3842,raids,lcnl
3844,rails,lcnl
3846,rains,lcnl
3848,raised,lcnl
3850,rakes,lcnl
3852,rammed,lcnl
3854,ramps,lcnl
3855,rams,lcnl
3858,rand,lcnl
3862,ranks,lcnl
3864,rants,lcnl
3867,raped,lcnl
3868,rapes,lcnl
3869,rapped,lcnl
3870,raps,lcnl
3875,rasps,lcnl
3877,ratch,lcnl
3879,rates,lcnl
3880,rats,lcnl
3882,raved,lcnl
3883,raves,lcnl
3887,raze,lcnl
3889,reached,lcnl
3891,reads,lcnl
3894,realms,lcnl
3896,reams,lcnl
3898,reaped,lcnl
3899,reaps,lcnl
3903,reeds,lcnl
3905,reefs,lcnl
3907,reeked,lcnl
3908,reeks,lcnl
3910,reels,lcnl
3911,reeves,lcnl
3913,refs,lcnl
3915,reigns,lcnl
3917,reins,lcnl
3919,rends,lcnl
3921,rents,lcnl
3922,rep,lcnl
3923,reps,lcnl
3925,rests,lcnl
3929,rheums,lcnl
3930,rhomb,lcnl
3932,rhymes,lcnl
3934,ribs,lcnl
3937,rick,lcnl
3938,ricks,lcnl
3939,rid,lcnl
3941,rides,lcnl
3943,rife,lcnl
3945,rifts,lcnl
3948,rigs,lcnl
3950,rill,lcnl
3951,rills,lcnl
3954,rimes,lcnl
3955,rims,lcnl
3957,rinds,lcnl
3959,rings,lcnl
3961,rinks,lcnl
3963,rinsed,lcnl
3966,ripped,lcnl
3967,rips,lcnl
3970,risks,lcnl
3972,rites,lcnl
3973,rive,lcnl
3976,roads,lcnl
3978,roamed,lcnl
3979,roams,lcnl
3980,roan,lcnl
3982,roared,lcnl
3983,roars,lcnl
3985,roasts,lcnl
3987,robbed,lcnl
3989,robes,lcnl
3990,robs,lcnl
3991,roc,lcnl
3993,rocks,lcnl
3996,rods,lcnl
3998,roes,lcnl
3999,rogue,lcnl
4000,rogues,lcnl
4002,roles,lcnl
4005,rolls,lcnl
4006,rome,lcnl
4009,roofs,lcnl
4011,rooks,lcnl
4013,rooms,lcnl
4015,roosts,lcnl
4017,roots,lcnl
4019,ropes,lcnl
4022,rote,lcnl
4026,rounds,lcnl
4028,roused,lcnl
4031,routed,lcnl
4032,routes,lcnl
4033,routs,lcnl
4035,roved,lcnl
4036,roves,lcnl
4038,rows,lcnl
4040,rubbed,lcnl
4041,rubs,lcnl
4044,ruff,lcnl
4046,rugs,lcnl
4048,rules,lcnl
4051,rumps,lcnl
4053,rune,lcnl
4054,runes,lcnl
4056,rungs,lcnl
4057,runs,lcnl
4059,runts,lcnl
4062,rushed,lcnl
4063,rusk,lcnl
4064,rusks,lcnl
4066,rusts,lcnl
4068,ruts,lcnl
4070,ryes,lcnl
4072,sacks,lcnl
4077,sages,lcnl
4078,sagged,lcnl
4079,sags,lcnl
4082,sailed,lcnl
4083,sails,lcnl
4085,saints,lcnl
4087,sakes,lcnl
4089,sales,lcnl
4091,salts,lcnl
4093,salves,lcnl
4096,sands,lcnl
4101,sapped,lcnl
4102,saps,lcnl
4107,saved,lcnl
4108,saves,lcnl
4111,saxes,lcnl
4114,scab,lcnl
4115,scabbed,lcnl
4116,scabs,lcnl
4117,scads,lcnl
4119,scalds,lcnl
4121,scales,lcnl
4123,scalps,lcnl
4124,scamp,lcnl
4126,scanned,lcnl
4127,scans,lcnl
4132,scared,lcnl
4133,scares,lcnl
4135,scarp,lcnl
4136,scars,lcnl
4137,scarves,lcnl
4138,scat,lcnl
4140,scenes,lcnl
4142,scents,lcnl
4144,schemes,lcnl
4145,schist,lcnl
4148,schools,lcnl
4149,scoff,lcnl
4150,scoffed,lcnl
4151,scoffs,lcnl
4152,scold,lcnl
4153,scolds,lcnl
4154,scone,lcnl
4155,scones,lcnl
4157,scooped,lcnl
4158,scoops,lcnl
4159,scoot,lcnl
4160,scoots,lcnl
4162,scopes,lcnl
4163,scorch,lcnl
4164,scorched,lcnl
4166,scores,lcnl
4168,scorns,lcnl
4169,scot,lcnl
4171,scots,lcnl
4173,scoured,lcnl
4175,scours,lcnl
4177,scouts,lcnl
4178,scow,lcnl
4179,scowl,lcnl
4180,scowled,lcnl
4181,scowls,lcnl
4182,scram,lcnl
4185,scraped,lcnl
4186,scrapes,lcnl
4187,scraps,lcnl
4189,scratched,lcnl
4190,scrawl,lcnl
4191,scrawled,lcnl
4192,scrawls,lcnl
4194,screamed,lcnl
4195,screams,lcnl
4196,scree,lcnl
4198,screed,lcnl
4200,screens,lcnl
4202,screws,lcnl
4205,scrimp,lcnl
4206,scrims,lcnl
4207,scrip,lcnl
4209,scripts,lcnl
4210,scroll,lcnl
4211,scrounge,lcnl
4213,scrubbed,lcnl
4214,scrubs,lcnl
4215,scruff,lcnl
4216,scrum,lcnl
4217,scrunch,lcnl
4219,scuffed,lcnl
4220,scuffs,lcnl
4221,scum,lcnl
4222,scut,lcnl
4225,sealed,lcnl
4226,seals,lcnl
4228,seams,lcnl
4231,seas,lcnl
4233,seats,lcnl
4235,sects,lcnl
4236,sedge,lcnl
4241,seeks,lcnl
4243,seemed,lcnl
4244,seems,lcnl
4247,seeped,lcnl
4248,seeps,lcnl
4249,seers,lcnl
4250,sees,lcnl
4252,seized,lcnl
4255,sells,lcnl
4256,selves,lcnl
4257,sen,lcnl
4259,sends,lcnl
4263,serfs,lcnl
4266,served,lcnl
4267,serves,lcnl
4269,sets,lcnl
4271,sewed,lcnl
4273,sews,lcnl
4276,shacks,lcnl
4277,shad,lcnl
4279,shades,lcnl
4281,shafts,lcnl
4283,shags,lcnl
4285,shahs,lcnl
4287,shakes,lcnl
4288,shale,lcnl
4289,shales,lcnl
4293,shames,lcnl
4294,shams,lcnl
4296,shanks,lcnl
4298,shapes,lcnl
4300,shards,lcnl
4302,shared,lcnl
4303,shares,lcnl
4305,sharks,lcnl
4308,shaved,lcnl
4309,shaves,lcnl
4311,shawls,lcnl
4315,sheafs,lcnl
4317,shears,lcnl
4319,sheathe,lcnl
4320,sheaths,lcnl
4322,sheds,lcnl
4324,sheens,lcnl
4328,sheets,lcnl
4330,sheiks,lcnl
4333,shells,lcnl
4334,shelve,lcnl
4335,shelves,lcnl
4337,shields,lcnl
4339,shifts,lcnl
4344,shines,lcnl
4345,shins,lcnl
4348,shire,lcnl
4349,shirk,lcnl
4350,shirked,lcnl
4351,shirks,lcnl
4353,shirts,lcnl
4355,shits,lcnl
4357,shoals,lcnl
4359,shocks,lcnl
4362,shoes,lcnl
4364,shoo,lcnl
4367,shoots,lcnl
4369,shops,lcnl
4371,shores,lcnl
4374,shots,lcnl
4377,shouts,lcnl
4379,shoved,lcnl
4380,shoves,lcnl
4382,showed,lcnl
4384,shows,lcnl
4385,shrank,lcnl
4387,shreds,lcnl
4388,shrew,lcnl
4391,shrieked,lcnl
4392,shrieks,lcnl
4393,shrift,lcnl
4394,shrike,lcnl
4398,shrines,lcnl
4400,shrinks,lcnl
4401,shroud,lcnl
4403,shrubs,lcnl
4405,shrugged,lcnl
4406,shrugs,lcnl
4407,shrunk,lcnl
4410,shunned,lcnl
4411,shuns,lcnl
4413,shunts,lcnl
4414,shush,lcnl
4416,shuts,lcnl
4418,si,lcnl
4421,sides,lcnl
4424,sieves,lcnl
4425,sift,lcnl
4426,sifts,lcnl
4428,sighs,lcnl
4430,sights,lcnl
4432,signs,lcnl
4434,silks,lcnl
4436,sills,lcnl
4437,silt,lcnl
4438,silts,lcnl
4443,singe,lcnl
4444,sings,lcnl
4446,sinks,lcnl
4447,sins,lcnl
4450,sipped,lcnl
4451,sips,lcnl
4453,sire,lcnl
4454,sired,lcnl
4455,sires,lcnl
4456,sirs,lcnl
4457,sis,lcnl
4460,sites,lcnl
4461,sits,lcnl
4464,sixths,lcnl
4466,sizes,lcnl
4468,skates,lcnl
4470,skeets,lcnl
4471,skein,lcnl
4473,skew,lcnl
4476,skids,lcnl
4477,skies,lcnl
4479,skiffs,lcnl
4481,skills,lcnl
4482,skim,lcnl
4483,skimmed,lcnl
4484,skimp,lcnl
4485,skims,lcnl
4487,skins,lcnl
4489,skipped,lcnl
4490,skips,lcnl
4492,skirts,lcnl
4493,skis,lcnl
4495,skits,lcnl
4496,skive,lcnl
4498,skulked,lcnl
4499,skulks,lcnl
4501,skulls,lcnl
4503,skunks,lcnl
4506,slabs,lcnl
4508,slacks,lcnl
4509,slag,lcnl
4510,slain,lcnl
4511,slake,lcnl
4512,slaked,lcnl
4513,slakes,lcnl
4515,slammed,lcnl
4516,slams,lcnl
4519,slants,lcnl
4521,slapped,lcnl
4522,slaps,lcnl
4524,slashed,lcnl
4527,slates,lcnl
4528,slats,lcnl
4530,slaves,lcnl
4531,slay,lcnl
4532,slays,lcnl
4533,sled,lcnl
4536,sleeps,lcnl
4538,sleets,lcnl
4540,sleeves,lcnl
4542,sleights,lcnl
4544,slew,lcnl
4549,slides,lcnl
4552,slime,lcnl
4554,slings,lcnl
4555,slink,lcnl
4556,slinks,lcnl
4558,slipped,lcnl
4559,slips,lcnl
4561,slits,lcnl
4563,slobs,lcnl
4565,sloes,lcnl
4566,slog,lcnl
4568,sloops,lcnl
4571,slopes,lcnl
4572,slopped,lcnl
4573,slops,lcnl
4574,slosh,lcnl
4576,sloth,lcnl
4577,slots,lcnl
4583,slugs,lcnl
4587,slumped,lcnl
4588,slumps,lcnl
4589,slums,lcnl
4591,slunk,lcnl
4592,slurp,lcnl
4593,slurped,lcnl
4594,slurps,lcnl
4595,slush,lcnl
4596,slut,lcnl
4599,smacked,lcnl
4600,smacks,lcnl
4604,smashed,lcnl
4606,smears,lcnl
4608,smelled,lcnl
4609,smells,lcnl
4612,smiled,lcnl
4613,smiles,lcnl
4615,smirks,lcnl
4616,smite,lcnl
4617,smites,lcnl
4618,smith,lcnl
4619,smiths,lcnl
4620,smock,lcnl
4621,smocks,lcnl
4624,smokes,lcnl
4625,smooch,lcnl
4627,smote,lcnl
4628,smudge,lcnl
4629,smudged,lcnl
4631,smut,lcnl
4633,snacks,lcnl
4635,snagged,lcnl
4636,snags,lcnl
4638,snails,lcnl
4640,snakes,lcnl
4642,snapped,lcnl
4643,snaps,lcnl
4645,snares,lcnl
4646,snarl,lcnl
4647,snarled,lcnl
4648,snarls,lcnl
4650,snatched,lcnl
4652,sneaked,lcnl
4653,sneaks,lcnl
4655,sneered,lcnl
4656,sneers,lcnl
4657,sneeze,lcnl
4658,sneezed,lcnl
4659,snick,lcnl
4661,sniffed,lcnl
4662,sniffs,lcnl
4664,snipe,lcnl
4665,snips,lcnl
4667,snobs,lcnl
4668,snood,lcnl
4670,snooped,lcnl
4671,snoops,lcnl
4672,snoot,lcnl
4673,snoots,lcnl
4674,snooze,lcnl
4675,snore,lcnl
4677,snot,lcnl
4679,snouts,lcnl
4681,snows,lcnl
4682,snub,lcnl
4683,snubbed,lcnl
4684,snubs,lcnl
4686,snuff,lcnl
4687,snuffed,lcnl
4688,snuffs,lcnl
4690,so,lcnl
4692,soaked,lcnl
4693,soaks,lcnl
4695,soaps,lcnl
4696,soar,lcnl
4697,soared,lcnl
4698,soars,lcnl
4700,sobs,lcnl
4702,socks,lcnl
4704,sods,lcnl
4706,soil,lcnl
4714,songs,lcnl
4715,sons,lcnl
4718,sooth,lcnl
4720,soothed,lcnl
4721,soothes,lcnl
4722,sooths,lcnl
4724,sops,lcnl
4727,sorts,lcnl
4728,sot,lcnl
4729,sots,lcnl
4732,souls,lcnl
4734,sounds,lcnl
4736,soups,lcnl
4739,soured,lcnl
4740,sours,lcnl
4744,sown,lcnl
4745,sows,lcnl
4748,soys,lcnl
4752,spades,lcnl
4753,spam,lcnl
4755,spank,lcnl
4756,spanks,lcnl
4757,spans,lcnl
4758,spar,lcnl
4759,spars,lcnl
4761,spared,lcnl
4762,spares,lcnl
4764,sparks,lcnl
4766,spas,lcnl
4769,spates,lcnl
4770,spawn,lcnl
4771,spay,lcnl
4773,speaks,lcnl
4775,spears,lcnl
4777,specks,lcnl
4781,speeds,lcnl
4783,spells,lcnl
4785,spends,lcnl
4787,sperm,lcnl
4788,spew,lcnl
4789,spewed,lcnl
4790,spews,lcnl
4792,spheres,lcnl
4795,spies,lcnl
4797,spikes,lcnl
4799,spilled,lcnl
4800,spills,lcnl
4801,spilt,lcnl
4804,spines,lcnl
4805,spins,lcnl
4807,spires,lcnl
4810,spits,lcnl
4812,splashed,lcnl
4813,splat,lcnl
4814,splay,lcnl
4816,spleens,lcnl
4818,splint,lcnl
4820,splotch,lcnl
4821,splotched,lcnl
4824,spoiled,lcnl
4825,spoils,lcnl
4829,spoofs,lcnl
4831,spooks,lcnl
4833,spools,lcnl
4835,spoons,lcnl
4836,spoor,lcnl
4837,spore,lcnl
4838,spores,lcnl
4840,sports,lcnl
4842,spots,lcnl
4845,spouts,lcnl
4846,sprain,lcnl
4847,sprained,lcnl
4848,sprains,lcnl
4850,sprat,lcnl
4852,sprawled,lcnl
4853,sprawls,lcnl
4855,sprays,lcnl
4858,sprees,lcnl
4860,sprigs,lcnl
4862,springs,lcnl
4863,sprint,lcnl
4864,sprit,lcnl
4866,sprites,lcnl
4870,spud,lcnl
4872,spunk,lcnl
4874,spurn,lcnl
4875,spurned,lcnl
4876,spurns,lcnl
4877,spurs,lcnl
4879,spurts,lcnl
4881,squab,lcnl
4883,squads,lcnl
4885,squalls,lcnl
4887,squares,lcnl
4892,squaws,lcnl
4896,squelch,lcnl
4897,squib,lcnl
4898,squid,lcnl
4901,squires,lcnl
4905,stabs,lcnl
4907,stacked,lcnl
4908,stacks,lcnl
4910,staffs,lcnl
4913,stages,lcnl
4914,stags,lcnl
4917,stained,lcnl
4918,stains,lcnl
4920,stairs,lcnl
4922,stakes,lcnl
4925,stalked,lcnl
4926,stalks,lcnl
4928,stalls,lcnl
4930,stamped,lcnl
4931,stamps,lcnl
4935,stands,lcnl
4936,stank,lcnl
4937,staph,lcnl
4938,staphs,lcnl
4942,stared,lcnl
4943,stares,lcnl
4945,stars,lcnl
4947,starts,lcnl
4949,starved,lcnl
4950,starves,lcnl
4951,stash,lcnl
4952,stashed,lcnl
4954,states,lcnl
4957,staved,lcnl
4958,staves,lcnl
4960,stayed,lcnl
4961,stays,lcnl
4964,steaks,lcnl
4966,steals,lcnl
4968,stealths,lcnl
4970,steams,lcnl
4972,steeds,lcnl
4974,steels,lcnl
4977,steered,lcnl
4978,steers,lcnl
4979,stein,lcnl
4980,steins,lcnl
4982,stems,lcnl
4985,steps,lcnl
4986,stern,lcnl
4988,stews,lcnl
4990,sticks,lcnl
4992,stile,lcnl
4995,stilts,lcnl
4997,stings,lcnl
4999,stinks,lcnl
5001,stints,lcnl
5003,stirred,lcnl
5004,stirs,lcnl
5006,stoat,lcnl
5008,stocks,lcnl
5009,stodge,lcnl
5010,stoke,lcnl
5011,stoked,lcnl
5012,stokes,lcnl
5014,stomp,lcnl
5016,stones,lcnl
5019,stools,lcnl
5021,stooped,lcnl
5022,stoops,lcnl
5024,stopped,lcnl
5025,stops,lcnl
5027,stores,lcnl
5029,storks,lcnl
5031,storms,lcnl
5032,stoup,lcnl
5035,stoves,lcnl
5037,stowed,lcnl
5038,stows,lcnl
5042,strains,lcnl
5044,straits,lcnl
5046,strands,lcnl
5049,strapped,lcnl
5050,straps,lcnl
5052,straws,lcnl
5055,streaks,lcnl
5057,streams,lcnl
5059,streets,lcnl
5061,strengths,lcnl
5064,stretched,lcnl
5065,strew,lcnl
5066,strewed,lcnl
5070,strides,lcnl
5072,strifes,lcnl
5074,strikes,lcnl
5076,strings,lcnl
5079,stripes,lcnl
5080,strips,lcnl
5082,strives,lcnl
5083,strobe,lcnl
5086,strokes,lcnl
5088,strolled,lcnl
5089,strolls,lcnl
5091,strop,lcnl
5092,stropped,lcnl
5093,strops,lcnl
5096,strum,lcnl
5100,stubbed,lcnl
5101,stubs,lcnl
5104,studs,lcnl
5106,stuffs,lcnl
5108,stumps,lcnl
5109,stun,lcnl
5112,stunned,lcnl
5113,stuns,lcnl
